SampleID,Length,Weight,Minutes,Hook,Tissue,Strength,Depth,O2,PPM,Species
8222,25,58,545,7,28,55.94174662,31610.3908,38.95,5.42,Chain Pickerel
3122,27,83,194,5,50,77.64039152,16102.4863,39.506,3.75,Chain Pickerel
3284,25,58,440,5,27,71.01531979,25520.93276,36.95,4.405,Chain Pickerel
8834,20,28,117,2,3,22.81384224,3276.053337,27.56,1.045,Chain Pickerel
6270,20,28,66,5,3,31.88164704,1848.170361,30.56,5.045,Chain Pickerel
5115,29,103,332,4,67,100.7996601,34196.38419,41.062,5.005,Chain Pickerel
5837,21,33,574,8,4,41.30838255,18942.71374,34.838,4.06,Chain Pickerel
5180,22,38,168,3,5,29.6765252,6384.267128,31.116,1.075,Chain Pickerel
1722,19,24,155,4,4,32.98241329,3720.267825,28.282,1.06,Chain Pickerel
6543,26,65,179,8,33,39.77525791,11635.86194,41.228,1.495,Chain Pickerel
6681,23,44,206,3,15,49.11617364,9064.535053,32.394,3.225,Chain Pickerel
3807,22,38,197,1,9,31.7855221,7486.058815,29.116,4.135,Chain Pickerel
8310,26,65,439,6,28,68.47479287,28535.73485,39.228,2.42,Chain Pickerel
2211,16,14,429,5,13,21.69878141,6006.377127,25.448,3.195,Chain Pickerel
9345,24,51,36,5,20,40.81353846,1836.905345,35.672,2.3,Chain Pickerel
2409,28,92,257,4,59,36.88021615,23644.50174,39.784,3.885,Chain Pickerel
4106,19,24,489,3,5,33.36433847,11736.62846,27.282,2.075,Chain Pickerel
7168,28,92,683,5,54,75.47960027,62836.18919,40.784,5.81,Chain Pickerel
6268,25,58,285,7,27,78.2144903,16530.59813,38.95,2.405,Chain Pickerel
2019,18,20,42,1,4,21.39776856,840.7154024,24.004,1.06,Chain Pickerel
7281,26,65,77,2,30,48.30680724,5005.17979,35.228,2.45,Chain Pickerel
4621,27,83,680,7,45,36.21874942,56440.51866,41.506,2.675,Chain Pickerel
4020,19,24,102,7,2,23.13832228,2448.570252,31.282,5.03,Chain Pickerel
5488,24,51,677,4,18,69.20355959,34527.75348,34.672,4.27,Chain Pickerel
2328,22,38,658,2,8,41.59122428,25004.68679,30.116,2.12,Chain Pickerel
6081,19,24,458,6,1,42.75761663,10992.41361,30.282,1.015,Chain Pickerel
6730,16,14,152,1,11,22.69386236,2128.073434,21.448,3.165,Chain Pickerel
5356,28,92,692,1,56,66.77742952,63664.7889,36.784,2.84,Chain Pickerel
4168,21,33,403,6,6,25.06571337,13299.23715,32.838,3.09,Chain Pickerel
1616,16,14,264,7,9,24.60500625,3696.735909,27.448,2.135,Chain Pickerel
8387,25,58,320,3,25,41.99445651,18560.64045,34.95,2.375,Chain Pickerel
5900,15,11,176,4,10,22.06594822,1936.342804,23.17,1.15,Chain Pickerel
2387,15,11,466,7,9,18.96135972,5126.07018,26.17,5.135,Chain Pickerel
5645,29,103,55,8,68,77.4464431,5665.966135,45.062,5.02,Chain Pickerel
6563,15,11,623,1,12,24.39620772,6853.45876,20.17,2.18,Chain Pickerel
6600,30,114,267,1,75,78.42537872,30438.23733,39.34,3.125,Chain Pickerel
6520,30,114,564,1,79,143.9014926,64296.46089,39.34,5.185,Chain Pickerel
3085,27,83,276,2,50,83.07998021,22908.42058,36.506,1.75,Chain Pickerel
2465,27,83,408,4,48,56.14135053,33864.83108,38.506,4.72,Chain Pickerel
6846,22,38,356,3,10,39.58006554,13528.18172,31.116,3.15,Chain Pickerel
6199,19,24,164,8,6,27.45645743,3936.591198,32.282,3.09,Chain Pickerel
2553,30,114,410,6,77,137.980128,46740.91796,44.34,3.155,Chain Pickerel
8147,17,17,574,4,8,18.87829617,9758.905432,25.726,3.12,Chain Pickerel
7181,22,38,286,4,11,42.61381592,10868.35972,32.116,5.165,Chain Pickerel
5016,25,58,192,7,22,66.29412327,11136.20378,38.95,3.33,Chain Pickerel
1129,20,28,472,7,3,43.84773913,13216.17332,32.56,5.045,Chain Pickerel
5514,18,20,268,5,6,20.30746945,5360.770192,28.004,4.09,Chain Pickerel
1973,25,58,136,2,26,28.4515255,7888.00019,33.95,4.39,Chain Pickerel
6151,24,51,415,6,19,73.82421048,21165.97687,36.672,3.285,Chain Pickerel
1171,24,51,744,6,20,72.06172257,37944.29162,36.672,3.3,Chain Pickerel
3425,25,58,187,4,25,79.43321263,10846.9583,35.95,4.375,Chain Pickerel
9275,15,11,535,7,14,22.11103392,5885.529196,26.17,2.21,Chain Pickerel
2407,24,51,507,4,19,52.3125187,25857.06702,34.672,4.285,Chain Pickerel
9083,24,51,257,2,22,56.32208777,13107.58927,32.672,3.33,Chain Pickerel
8686,23,44,405,7,13,24.54162592,17820.18561,36.394,3.195,Chain Pickerel
2970,25,58,108,2,26,72.65198561,6264.784935,33.95,4.39,Chain Pickerel
1184,26,65,509,4,30,26.19986266,33085.32552,37.228,1.45,Chain Pickerel
4336,31,126,713,3,84,55.37831476,89838.71049,42.618,6.26,Chain Pickerel
8717,18,20,594,8,8,30.78559715,11880.83237,31.004,5.12,Chain Pickerel
2381,29,103,573,5,66,102.2297018,59019.62193,42.062,5.99,Chain Pickerel
9291,22,38,291,7,9,39.76885052,11058.61997,35.116,2.135,Chain Pickerel
5983,26,65,127,2,32,58.38962069,8255.146006,35.228,1.48,Chain Pickerel
4887,24,51,373,1,16,39.65881972,19023.27483,31.672,3.24,Chain Pickerel
6227,17,17,260,7,6,33.0176414,4420.416404,28.726,1.09,Chain Pickerel
7441,23,44,192,2,12,32.56494365,8448.317125,31.394,4.18,Chain Pickerel
4927,23,44,591,2,10,63.21377569,26004.44285,31.394,1.15,Chain Pickerel
9544,28,92,699,3,54,100.7900811,64308.27224,38.784,2.81,Chain Pickerel
8866,27,83,416,7,46,64.26268947,34528.05616,41.506,3.69,Chain Pickerel
3894,31,126,591,3,90,109.9351179,74466.03587,42.618,5.35,Chain Pickerel
6320,22,38,305,1,7,25.08017063,11590.32041,29.116,2.105,Chain Pickerel
7253,30,114,219,8,73,30.88711631,24966.91117,46.34,6.095,Chain Pickerel
3900,31,126,56,6,87,125.6308461,7056.331846,45.618,4.305,Chain Pickerel
1880,16,14,73,6,7,21.93853003,1022.235887,26.448,3.105,Chain Pickerel
5947,26,65,558,4,30,31.19311127,36270.24541,37.228,5.45,Chain Pickerel
6452,30,114,537,6,75,140.7327766,61218.43523,44.34,3.125,Chain Pickerel
1015,15,11,255,6,12,19.41731992,2805.330587,25.17,5.18,Chain Pickerel
4985,23,44,260,7,13,57.55134238,11440.69689,36.394,2.195,Chain Pickerel
4728,27,83,576,6,47,33.74866179,47808.50597,40.506,2.705,Chain Pickerel
1035,16,14,519,5,7,22.58114571,7266.88066,25.448,5.105,Chain Pickerel
8771,16,14,203,3,12,21.61730154,2842.786878,23.448,3.18,Chain Pickerel
3252,17,17,119,3,5,31.50234706,2023.552999,24.726,2.075,Chain Pickerel
2120,22,38,127,5,6,24.64246095,4826.990336,33.116,3.09,Chain Pickerel
8868,23,44,416,4,15,65.29439663,18304.98668,33.394,2.225,Chain Pickerel
3530,15,11,609,3,12,15.64940925,6699.72742,22.17,5.18,Chain Pickerel
8116,27,83,309,1,47,57.21795091,25647.62847,35.506,4.705,Chain Pickerel
8530,17,17,64,8,7,27.08615363,1088.049947,29.726,2.105,Chain Pickerel
2868,22,38,643,5,10,42.76593959,24434.74454,33.116,2.15,Chain Pickerel
8266,19,24,194,4,2,26.62634251,4656.752864,28.282,5.03,Chain Pickerel
5187,28,92,508,3,55,54.11049637,46736.42193,38.784,4.825,Chain Pickerel
1048,21,33,661,2,3,35.99092672,21813.50745,28.838,4.045,Chain Pickerel
2471,15,11,508,1,9,22.44776164,5588.249913,20.17,3.135,Chain Pickerel
3696,22,38,687,2,9,41.15034305,26106.9597,30.116,1.135,Chain Pickerel
1443,26,65,754,2,28,47.80637315,49010.23684,35.228,5.42,Chain Pickerel
4914,16,14,709,4,13,16.00570436,9926.514631,24.448,1.195,Chain Pickerel
3539,28,92,225,1,54,59.23684306,20700.47461,36.784,1.81,Chain Pickerel
9444,16,14,680,8,9,24.01156525,9520.728286,28.448,3.135,Chain Pickerel
4236,22,38,629,5,11,38.28167622,23902.54211,33.116,5.165,Chain Pickerel
2559,17,17,48,3,8,33.68420653,816.701284,24.726,5.12,Chain Pickerel
8078,25,58,293,7,27,60.48242019,16994.57766,38.95,1.405,Chain Pickerel
7779,25,58,718,1,22,54.26045646,41644.0592,32.95,5.33,Chain Pickerel
1502,28,92,586,3,57,116.3990658,53912.37478,38.784,4.855,Chain Pickerel
2813,28,92,660,1,56,61.14906488,60720.61807,36.784,5.84,Chain Pickerel
1975,21,33,488,3,4,50.3610069,16104.82476,29.838,5.06,Chain Pickerel
9290,23,44,15,1,16,54.27332759,660.6201847,30.394,1.24,Chain Pickerel
5676,20,28,561,2,1,41.87544951,15708.04663,27.56,4.015,Chain Pickerel
8166,31,126,394,4,89,70.10055017,49644.71138,43.618,4.335,Chain Pickerel
9279,29,103,200,6,68,126.5711191,20600.00053,43.062,6.02,Chain Pickerel
5921,23,44,438,1,15,58.6180203,19272.1709,30.394,1.225,Chain Pickerel
9718,23,44,59,2,10,26.83779425,2596.237476,31.394,2.15,Chain Pickerel
9157,17,17,212,3,11,33.25101963,3604.603215,24.726,5.165,Chain Pickerel
3755,30,114,362,3,75,64.20628736,41268.39427,41.34,2.125,Chain Pickerel
6216,25,58,566,5,26,65.59427612,32828.04508,36.95,2.39,Chain Pickerel
7911,18,20,549,3,3,25.54953084,10980.82145,26.004,3.045,Chain Pickerel
7270,21,33,103,6,2,32.32340471,3399.414149,32.838,2.03,Chain Pickerel
5419,22,38,373,1,6,25.39820217,14174.76304,29.116,5.09,Chain Pickerel
7729,16,14,286,5,9,17.49090444,4004.378586,25.448,3.135,Chain Pickerel
3632,24,51,725,3,22,37.60308068,36975.75082,33.672,4.33,Chain Pickerel
9748,26,65,11,7,33,73.35430144,715.1831903,40.228,3.495,Chain Pickerel
8013,30,114,116,2,74,121.0526994,13224.54688,40.34,2.11,Chain Pickerel
7287,16,14,619,2,12,27.35631885,8666.072459,22.448,3.18,Chain Pickerel
7510,29,103,441,1,69,31.45944507,45423.69081,38.062,4.035,Chain Pickerel
1990,16,14,655,3,13,18.75797981,9170.642879,23.448,3.195,Chain Pickerel
4287,24,51,132,3,20,56.75717539,6732.419368,33.672,1.3,Chain Pickerel
9475,21,33,16,1,5,27.98906909,528.1347092,27.838,3.075,Chain Pickerel
8842,16,14,489,8,7,24.70023995,6846.254963,28.448,2.105,Chain Pickerel
4401,25,58,483,6,24,27.81903214,28014.55295,37.95,5.36,Chain Pickerel
4600,29,103,363,6,63,43.96749583,37389.6513,43.062,3.945,Chain Pickerel
8668,30,114,364,3,77,48.39772783,41496.59267,41.34,5.155,Chain Pickerel
3168,28,92,417,6,53,95.41643933,38364.84793,41.784,4.795,Chain Pickerel
9783,30,114,631,8,77,79.83669247,71934.81967,46.34,4.155,Chain Pickerel
7630,28,92,511,5,55,101.740294,47012.5533,40.784,3.825,Chain Pickerel
8524,23,44,370,8,15,53.49164732,16280.26005,37.394,3.225,Chain Pickerel
1970,20,28,681,1,3,22.72909651,19068.21706,26.56,5.045,Chain Pickerel
6745,21,33,473,5,4,33.72949051,15609.43077,31.838,4.06,Chain Pickerel
1159,29,103,588,8,66,75.35106885,60564.58016,45.062,1.99,Chain Pickerel
6760,18,20,270,4,8,21.63014154,5400.326141,27.004,5.12,Chain Pickerel
5586,23,44,356,3,10,61.5802577,15664.90928,32.394,5.15,Chain Pickerel
2121,15,11,492,2,15,23.49291984,5412.145325,21.17,1.225,Chain Pickerel
1841,27,83,74,1,46,36.93506908,6142.522566,35.506,2.69,Chain Pickerel
4093,20,28,158,6,3,40.28529926,4424.959276,31.56,4.045,Chain Pickerel
9783,25,58,211,1,22,64.72347167,12238.37002,32.95,1.33,Chain Pickerel
5655,19,24,104,2,0,22.66299647,2496.990907,26.282,3,Chain Pickerel
1610,20,28,72,7,0,21.24718121,2016.308918,32.56,1,Chain Pickerel
4662,20,28,456,3,1,29.93782766,12768.36196,28.56,1.015,Chain Pickerel
7563,25,58,398,6,27,37.87668252,23084.48548,37.95,5.405,Chain Pickerel
7208,22,38,618,6,8,38.7004052,23484.5322,34.116,5.12,Chain Pickerel
1357,19,24,434,8,4,31.52233895,10416.17033,32.282,3.06,Chain Pickerel
6960,26,65,670,3,28,39.1475352,43550.77019,36.228,5.42,Chain Pickerel
2509,30,114,452,7,76,108.3412629,51528.01683,45.34,3.14,Chain Pickerel
9884,26,65,462,3,31,87.18787582,30030.55741,36.228,2.465,Chain Pickerel
3071,22,38,281,8,7,51.62554294,10678.54294,36.116,5.105,Chain Pickerel
3278,23,44,614,5,13,28.96907272,27016.22108,34.394,1.195,Chain Pickerel
6055,22,38,611,3,8,55.12930465,23218.63167,31.116,5.12,Chain Pickerel
7390,28,92,674,2,53,113.5168263,62008.62595,37.784,5.795,Chain Pickerel
4568,23,44,454,4,14,23.31257558,19976.82929,33.394,5.21,Chain Pickerel
7946,23,44,220,1,12,33.4478076,9680.336127,30.394,4.18,Chain Pickerel
9942,18,20,240,1,9,27.01381928,4800.205988,24.004,1.135,Chain Pickerel
6946,28,92,193,1,54,37.40212754,17756.20549,36.784,4.81,Chain Pickerel
8059,21,33,208,1,1,21.37362325,6864.762232,27.838,2.015,Chain Pickerel
8320,23,44,227,1,12,44.88185248,9988.10296,30.394,5.18,Chain Pickerel
4676,28,92,488,8,58,31.30085722,44896.9192,43.784,4.87,Chain Pickerel
4002,23,44,104,7,13,24.60480148,4576.757149,36.394,4.195,Chain Pickerel
3382,24,51,574,6,21,55.70201363,29274.29405,36.672,5.315,Chain Pickerel
6681,30,114,731,5,75,126.4848191,83334.35257,43.34,5.125,Chain Pickerel
3478,15,11,647,2,11,25.10979501,7117.499903,21.17,2.165,Chain Pickerel
2351,23,44,343,5,12,35.61933847,15092.26688,34.394,2.18,Chain Pickerel
2497,19,24,19,6,2,24.85747694,456.4385251,30.282,4.03,Chain Pickerel
6790,30,114,140,8,79,123.6484223,15960.50797,46.34,3.185,Chain Pickerel
2122,28,92,124,4,54,82.76764209,11408.46262,39.784,1.81,Chain Pickerel
4458,30,114,216,4,74,67.5285863,24624.01978,42.34,4.11,Chain Pickerel
5772,25,58,599,6,24,78.72250439,34742.38636,37.95,3.36,Chain Pickerel
6101,24,51,555,1,20,61.84206226,28305.3748,31.672,3.3,Chain Pickerel
6442,18,20,290,4,4,18.35146635,5800.464735,27.004,2.06,Chain Pickerel
9136,28,92,455,2,53,59.61871564,41860.7852,37.784,5.795,Chain Pickerel
8719,22,38,331,4,9,23.550888,12578.65944,32.116,1.135,Chain Pickerel
7231,24,51,395,1,18,70.22166315,20145.24701,31.672,3.27,Chain Pickerel
6871,19,24,517,1,1,27.26616475,12408.37609,25.282,2.015,Chain Pickerel
7529,21,33,618,8,3,49.29702286,20394.37222,34.838,4.045,Chain Pickerel
1041,15,11,152,6,14,18.33367041,1672.344287,25.17,4.21,Chain Pickerel
9282,20,28,630,8,1,34.39871654,17640.83307,33.56,3.015,Chain Pickerel
5266,22,38,31,5,9,36.76819568,1178.844106,33.116,4.135,Chain Pickerel
7600,19,24,306,4,3,19.75306204,7344.485769,28.282,1.045,Chain Pickerel
9721,17,17,660,7,10,23.09971391,11220.79459,28.726,2.15,Chain Pickerel
6253,19,24,422,1,3,21.50929608,10128.47869,25.282,5.045,Chain Pickerel
7211,20,28,180,3,2,38.01543374,5040.953603,28.56,1.03,Chain Pickerel
2418,31,126,653,8,86,88.99605417,82278.27949,47.618,3.29,Chain Pickerel
7890,22,38,306,6,6,25.76671134,11628.46401,34.116,4.09,Chain Pickerel
8068,28,92,221,6,58,63.67508947,20332.7899,41.784,1.87,Chain Pickerel
7319,18,20,333,3,4,31.19837171,6660.156677,26.004,4.06,Chain Pickerel
4362,19,24,668,4,3,41.01299523,16032.075,28.282,1.045,Chain Pickerel
6336,19,24,224,2,3,30.22834095,5376.057692,26.282,2.045,Chain Pickerel
8060,17,17,470,5,10,27.28889715,7990.092157,26.726,2.15,Chain Pickerel
2658,20,28,208,3,3,26.95180861,5824.527888,28.56,4.045,Chain Pickerel
6342,25,58,212,3,22,39.1032857,12296.53733,34.95,5.33,Chain Pickerel
1708,16,14,8,3,8,16.99407665,112.0193556,23.448,1.12,Chain Pickerel
7947,15,11,637,7,11,16.92812402,7007.427571,26.17,5.165,Chain Pickerel
2146,16,14,193,4,13,29.82136785,2702.166699,24.448,2.195,Chain Pickerel
3962,25,58,270,7,23,33.53660738,15660.03784,38.95,1.345,Chain Pickerel
3429,23,44,559,5,13,56.37030827,24596.64462,34.394,1.195,Chain Pickerel
7344,21,33,595,7,2,29.2402907,19635.49785,33.838,4.03,Chain Pickerel
3159,29,103,158,4,66,62.93297257,16274.72851,41.062,2.99,Chain Pickerel
6829,18,20,628,2,7,27.53847317,12560.21498,25.004,2.105,Chain Pickerel
4874,16,14,101,4,12,29.06840256,1414.463303,24.448,4.18,Chain Pickerel
5930,19,24,324,4,1,35.95331888,7776.953449,28.282,2.015,Chain Pickerel
2471,28,92,355,2,56,111.629407,32660.56057,37.784,4.84,Chain Pickerel
9198,19,24,303,7,6,42.10900279,7272.747867,31.282,2.09,Chain Pickerel
3628,15,11,396,3,13,22.80402401,4356.561188,22.17,1.195,Chain Pickerel
6880,27,83,360,2,50,43.70868347,29880.90431,36.506,5.75,Chain Pickerel
6405,26,65,668,4,28,62.78435807,43420.10593,37.228,4.42,Chain Pickerel
9712,17,17,751,1,5,21.52622868,12767.32369,22.726,2.075,Chain Pickerel
9848,16,14,621,5,12,29.07734883,8694.255516,25.448,2.18,Chain Pickerel
3329,28,92,626,3,58,82.54425619,57592.27152,38.784,5.87,Chain Pickerel
8231,18,20,568,2,3,34.84980377,11360.22002,25.004,3.045,Chain Pickerel
6073,16,14,82,5,12,21.2886552,1148.722424,25.448,5.18,Chain Pickerel
7044,31,126,170,3,88,69.63359476,21420.13261,42.618,5.32,Chain Pickerel
6019,26,65,742,4,28,37.34546141,48230.26022,37.228,2.42,Chain Pickerel
7227,23,44,30,6,12,59.57853874,1320.033528,35.394,1.18,Chain Pickerel
1952,23,44,665,2,14,23.32873694,29260.4305,31.394,1.21,Chain Pickerel
9654,15,11,632,3,12,20.26775605,6952.354226,22.17,5.18,Chain Pickerel
4844,28,92,732,7,54,31.23156312,67344.31157,42.784,5.81,Chain Pickerel
3798,20,28,191,2,1,31.40852119,5348.481656,27.56,2.015,Chain Pickerel
5922,15,11,705,4,15,20.46560783,7755.675623,23.17,4.225,Chain Pickerel
5995,30,114,260,6,74,113.9907649,29640.52761,44.34,3.11,Chain Pickerel
6841,15,11,369,3,11,20.19555102,4059.672996,22.17,5.165,Chain Pickerel
7096,24,51,333,4,16,59.50011721,16983.0007,34.672,3.24,Chain Pickerel
9968,20,28,376,2,3,29.32913176,10528.35329,27.56,5.045,Chain Pickerel
6888,30,114,690,4,73,89.82206188,78660.77568,42.34,3.095,Chain Pickerel
3127,17,17,728,1,8,19.23002633,12376.58731,22.726,2.12,Chain Pickerel
8734,16,14,101,2,7,17.81214521,1414.011418,22.448,2.105,Chain Pickerel
6473,21,33,99,5,4,23.18703947,3267.731798,31.838,4.06,Chain Pickerel
7638,19,24,33,7,3,26.83430065,792.7321935,31.282,5.045,Chain Pickerel
4052,25,58,433,4,26,45.28683498,25114.76525,35.95,4.39,Chain Pickerel
8161,19,24,164,8,2,24.11795769,3936.290718,32.282,4.03,Chain Pickerel
1967,16,14,421,1,11,27.35956753,5894.024572,21.448,1.165,Chain Pickerel
1021,19,24,115,3,2,31.62831878,2760.091176,27.282,5.03,Chain Pickerel
7632,22,38,98,6,9,49.70569533,3724.685596,34.116,3.135,Chain Pickerel
2558,23,44,34,1,11,32.84737761,1496.987522,30.394,1.165,Chain Pickerel
1416,31,126,646,3,85,61.35798512,81396.25842,42.618,6.275,Chain Pickerel
6921,29,103,597,7,63,100.9398758,61491.99401,44.062,3.945,Chain Pickerel
2703,29,103,575,1,67,65.70750262,59225.00923,38.062,6.005,Chain Pickerel
5296,30,114,621,4,76,36.85825084,70794.61532,42.34,3.14,Chain Pickerel
2876,22,38,301,4,5,24.62969654,11438.58208,32.116,2.075,Chain Pickerel
5910,27,83,478,7,51,41.2853605,39674.52381,41.506,3.765,Chain Pickerel
1914,15,11,262,4,13,17.09502814,2882.169157,23.17,1.195,Chain Pickerel
7826,18,20,694,7,8,22.19375711,13880.19744,30.004,1.12,Chain Pickerel
3089,26,65,355,7,28,26.19460595,23075.14859,40.228,5.42,Chain Pickerel
8778,31,126,596,3,90,150.7337341,75096.9106,42.618,3.35,Chain Pickerel
7820,30,114,245,5,74,109.3942699,27930.05839,43.34,2.11,Chain Pickerel
1094,30,114,707,4,79,64.11651245,80598.15454,42.34,3.185,Chain Pickerel
2308,29,103,628,5,69,45.12761124,64684.39729,42.062,5.035,Chain Pickerel
2712,29,103,538,3,65,100.0104741,55414.9928,40.062,4.975,Chain Pickerel
3557,15,11,28,4,15,16.22392071,308.1606523,23.17,2.225,Chain Pickerel
9264,26,65,345,1,31,45.64958459,22425.35176,34.228,3.465,Chain Pickerel
4558,20,28,46,7,1,43.86319358,1288.000529,32.56,4.015,Chain Pickerel
8088,30,114,573,4,79,109.9545903,65322.05891,42.34,6.185,Chain Pickerel
3140,26,65,150,6,31,29.4770715,9750.743883,39.228,4.465,Chain Pickerel
4436,15,11,376,1,11,16.74179765,4136.502894,20.17,1.165,Chain Pickerel
8802,18,20,316,6,8,27.70884514,6320.685488,29.004,5.12,Chain Pickerel
9845,23,44,202,1,15,24.76898988,8888.9159,30.394,3.225,Chain Pickerel
5891,22,38,476,2,10,37.77277296,18088.11601,30.116,2.15,Chain Pickerel
7317,25,58,463,7,26,58.32013803,26854.94896,38.95,4.39,Chain Pickerel
3406,26,65,615,1,31,85.89546229,39975.84387,34.228,1.465,Chain Pickerel
7252,24,51,162,8,21,47.18128366,8262.73752,38.672,2.315,Chain Pickerel
2974,17,17,659,6,5,18.85194319,11203.71664,27.726,1.075,Chain Pickerel
7813,31,126,504,4,88,132.6986767,63504.92061,43.618,4.32,Chain Pickerel
8580,30,114,325,2,73,84.62952537,37050.18454,40.34,4.095,Chain Pickerel
6315,29,103,51,1,63,93.22415374,5253.938799,38.062,4.945,Chain Pickerel
8173,20,28,348,3,3,40.7818558,9744.843641,28.56,4.045,Chain Pickerel
4074,29,103,173,6,63,84.05305056,17819.07578,43.062,5.945,Chain Pickerel
1236,28,92,345,4,54,37.46341044,31740.46908,39.784,3.81,Chain Pickerel
8693,15,11,509,7,11,24.41921594,5599.495997,26.17,1.165,Chain Pickerel
1899,15,11,116,2,15,15.60991244,1276.851827,21.17,2.225,Chain Pickerel
7856,30,114,402,2,79,120.1991655,45828.0231,40.34,6.185,Chain Pickerel
8991,17,17,361,7,7,20.77457552,6137.354175,28.726,5.105,Chain Pickerel
1656,17,17,529,1,10,32.11887002,8993.661842,22.726,3.15,Chain Pickerel
2992,28,92,654,3,57,119.9958789,60168.9728,38.784,5.855,Chain Pickerel
1903,31,126,300,1,90,109.7290618,37800.38528,40.618,6.35,Chain Pickerel
7385,30,114,168,6,74,80.82060562,19152.56164,44.34,2.11,Chain Pickerel
2079,21,33,55,1,5,23.65850771,1815.603828,27.838,3.075,Chain Pickerel
4360,30,114,114,6,76,109.0474111,12996.36181,44.34,6.14,Chain Pickerel
4748,28,92,26,7,56,69.14632052,2392.399211,42.784,3.84,Chain Pickerel
5685,31,126,272,3,84,111.1406658,34272.16287,42.618,6.26,Chain Pickerel
3578,22,38,215,7,11,57.75462775,8170.051313,35.116,5.165,Chain Pickerel
8951,28,92,236,1,56,39.57457789,21712.92806,36.784,1.84,Chain Pickerel
1158,25,58,218,8,22,51.95984193,12644.16827,39.95,4.33,Chain Pickerel
4322,18,20,426,3,8,22.78768961,8520.133741,26.004,1.12,Chain Pickerel
4976,16,14,307,4,9,27.47358796,4298.835585,24.448,1.135,Chain Pickerel
4747,28,92,475,6,55,87.52694321,43700.44127,41.784,1.825,Chain Pickerel
7992,29,103,346,6,67,116.722661,35638.2302,43.062,4.005,Chain Pickerel
8191,20,28,347,7,1,40.82366445,9716.520765,32.56,5.015,Chain Pickerel
1942,28,92,87,4,55,41.88808192,8004.381392,39.784,4.825,Chain Pickerel
9948,22,38,343,3,5,24.43631564,13034.92297,31.116,4.075,Chain Pickerel
6946,31,126,476,1,86,47.41988645,59976.03829,40.618,3.29,Chain Pickerel
1166,19,24,493,1,4,40.25184935,11832.39587,25.282,1.06,Chain Pickerel
2599,26,65,254,3,28,84.88202371,16510.73274,36.228,3.42,Chain Pickerel
2262,17,17,371,8,9,22.02702336,6307.977532,29.726,5.135,Chain Pickerel
9792,26,65,83,7,34,46.70880688,5395.787041,40.228,4.51,Chain Pickerel
4562,20,28,241,4,3,47.30849911,6748.558666,29.56,3.045,Chain Pickerel
2797,15,11,396,1,13,20.81301033,4356.411822,20.17,3.195,Chain Pickerel
4881,18,20,363,2,6,23.12129589,7260.253805,25.004,2.09,Chain Pickerel
2678,18,20,131,2,3,29.39747534,2620.129305,25.004,4.045,Chain Pickerel
7861,19,24,563,2,0,42.95183734,13512.64376,26.282,4,Chain Pickerel
2722,30,114,561,5,79,40.45409326,63954.13856,43.34,5.185,Chain Pickerel
6456,15,11,197,2,14,23.78027948,2167.403537,21.17,3.21,Chain Pickerel
3164,20,28,48,4,2,42.25728229,1344.436929,29.56,5.03,Chain Pickerel
6778,23,44,627,6,15,39.1170117,27588.87985,35.394,4.225,Chain Pickerel
6709,24,51,284,3,19,42.6660126,14484.80067,33.672,2.285,Chain Pickerel
7816,31,126,605,4,84,112.4936399,76230.87542,43.618,2.26,Chain Pickerel
6995,22,38,544,4,6,56.36836805,20672.9698,32.116,3.09,Chain Pickerel
5482,17,17,490,5,9,17.77164073,8330.919998,26.726,1.135,Chain Pickerel
4240,29,103,175,5,64,70.08351783,18025.55857,42.062,1.96,Chain Pickerel
3940,16,14,642,8,8,22.15855171,8988.894607,28.448,4.12,Chain Pickerel
3983,24,51,160,2,17,74.12812402,8160.611074,32.672,2.255,Chain Pickerel
9580,21,33,570,4,4,47.41805674,18810.36947,30.838,4.06,Chain Pickerel
6925,27,83,456,8,46,34.38203179,37848.91603,42.506,3.69,Chain Pickerel
5285,19,24,629,3,5,27.44567173,15096.34216,27.282,4.075,Chain Pickerel
4516,15,11,528,3,13,17.39101788,5808.417955,22.17,1.195,Chain Pickerel
5190,30,114,464,6,75,104.6075985,52896.39072,44.34,5.125,Chain Pickerel
4157,30,114,625,3,73,49.92335907,71250.66623,41.34,6.095,Chain Pickerel
8829,26,65,386,8,32,69.09528918,25090.69707,41.228,3.48,Chain Pickerel
9816,23,44,687,6,15,66.9046069,30228.18967,35.394,2.225,Chain Pickerel
3626,16,14,85,2,13,26.92296199,1190.236816,22.448,3.195,Chain Pickerel
7552,25,58,710,1,26,81.09765551,41180.90707,32.95,3.39,Chain Pickerel
5257,27,83,188,6,50,35.31092243,15604.88443,40.506,3.75,Chain Pickerel
2710,21,33,415,7,3,28.45447946,13695.90787,33.838,2.045,Chain Pickerel
5283,15,11,376,7,11,23.43452559,4136.324532,26.17,4.165,Chain Pickerel
6967,24,51,508,5,21,47.97082982,25908.5959,35.672,2.315,Chain Pickerel
9961,15,11,610,6,14,18.90035659,6710.883975,25.17,5.21,Chain Pickerel
6544,29,103,577,5,64,104.931139,59431.27927,42.062,5.96,Chain Pickerel
3352,24,51,236,4,20,49.15512497,12036.03069,34.672,4.3,Chain Pickerel
4941,28,92,223,1,58,109.7313902,20516.84519,36.784,1.87,Chain Pickerel
9637,21,33,354,4,5,37.47258868,11682.93274,30.838,3.075,Chain Pickerel
